name,timestamp,emg1,emg2,emg3,label
Kevin,340072,0.0,0.0,0.0,Palma Arriba
Kevin,340122,0.0,0.0,0.0,Palma Arriba
Kevin,340172,0.0,0.0,0.0,Palma Arriba
Kevin,340222,0.0,0.0,0.0,Palma Arriba
Kevin,340272,0.0,0.0,0.0,Palma Arriba
Kevin,340322,0.0,0.0,0.0,Palma Arriba
Kevin,340372,0.0,0.0,0.0,Palma Arriba
Kevin,340422,0.0,0.0,0.0,Palma Arriba
Kevin,340472,0.0,0.0,0.0,Palma Arriba
Kevin,340522,0.0,0.0,0.0,Palma Arriba
Kevin,340572,0.0,0.0,0.0,Palma Arriba
Kevin,340622,0.0,0.0,0.0,Palma Arriba
Kevin,340672,0.0,0.0,0.0,Palma Arriba
Kevin,340722,0.0,0.0,0.0,Palma Arriba
Kevin,340772,0.0,0.0,0.0,Palma Arriba
Kevin,340822,0.0,0.0,0.0,Palma Arriba
Kevin,340872,0.0,0.0,0.0,Palma Arriba
Kevin,340922,0.0,0.0,0.0,Palma Arriba
Kevin,340972,0.0,0.0,0.0,Palma Arriba
Kevin,341022,0.0,0.0,0.0,Palma Arriba
Kevin,341072,0.0,0.0,0.0,Palma Arriba
Kevin,341122,0.0,0.0,0.0,Palma Arriba
Kevin,341172,0.0,0.0,0.0,Palma Arriba
Kevin,341222,0.0,0.0,0.0,Palma Arriba
Kevin,341272,0.0,0.0,0.0,Palma Arriba
Kevin,341322,0.0,0.0,0.0,Palma Arriba
Kevin,341372,0.0,0.0,0.0,Palma Arriba
Kevin,341422,0.0,0.0,0.0,Palma Arriba
Kevin,341472,0.0,0.0,0.0,Palma Arriba
Kevin,341522,0.0,0.0,0.0,Palma Arriba
Kevin,341572,0.0,0.0,0.0,Palma Arriba
Kevin,341622,0.0,0.0,0.0,Palma Arriba
Kevin,341672,0.0,0.0,0.0,Palma Arriba
Kevin,341722,0.0,0.0,0.0,Palma Arriba
Kevin,341772,0.0,0.0,0.0,Palma Arriba
Kevin,341822,0.0,0.0,0.0,Palma Arriba
Kevin,341872,0.0,0.0,0.0,Palma Arriba
Kevin,341922,0.0,0.0,0.0,Palma Arriba
Kevin,341972,0.0,0.0,0.0,Palma Arriba
