name,timestamp,emg1,emg2,emg3,label
kevin,32422,0.0,0.0,0.0,Cerrar Mano
kevin,32472,0.0,0.0,0.0,Cerrar Mano
kevin,32522,0.0,0.0,0.0,Cerrar Mano
kevin,32572,0.0,0.0,0.0,Cerrar Mano
kevin,32622,0.0,0.0,0.0,Cerrar Mano
kevin,32672,0.0,0.0,0.0,Cerrar Mano
kevin,32722,0.0,0.0,0.0,Cerrar Mano
kevin,32772,0.0,0.0,0.0,Cerrar Mano
kevin,32822,0.0,0.0,0.0,Cerrar Mano
kevin,32872,0.0,0.0,0.0,Cerrar Mano
kevin,32922,0.0,0.0,0.0,Cerrar Mano
kevin,32972,0.0,0.0,0.0,Cerrar Mano
kevin,33022,0.0,0.0,0.0,Cerrar Mano
kevin,33072,0.0,0.0,0.0,Cerrar Mano
kevin,33122,0.0,0.0,0.0,Cerrar Mano
kevin,33172,0.0,0.0,0.0,Cerrar Mano
kevin,33222,0.0,0.0,0.0,Cerrar Mano
kevin,33272,0.0,0.0,0.0,Cerrar Mano
kevin,33322,0.0,0.0,0.0,Cerrar Mano
kevin,33372,0.0,0.0,0.0,Cerrar Mano
kevin,33422,0.0,0.0,0.0,Cerrar Mano
kevin,33472,0.0,0.0,0.0,Cerrar Mano
kevin,33522,0.0,0.0,0.0,Cerrar Mano
kevin,33572,0.0,0.0,0.0,Cerrar Mano
kevin,33622,0.0,0.0,0.0,Cerrar Mano
kevin,33672,0.0,0.0,0.0,Cerrar Mano
kevin,33722,0.0,0.0,0.0,Cerrar Mano
kevin,33772,0.0,0.0,0.0,Cerrar Mano
kevin,33822,0.0,0.0,0.0,Cerrar Mano
kevin,33872,0.0,0.0,0.0,Cerrar Mano
kevin,33922,0.0,0.0,0.0,Cerrar Mano
kevin,33972,0.0,0.0,0.0,Cerrar Mano
kevin,34022,0.0,0.0,0.0,Cerrar Mano
kevin,34072,0.0,0.0,0.0,Cerrar Mano
kevin,34122,0.0,0.0,0.0,Cerrar Mano
kevin,34172,0.0,0.0,0.0,Cerrar Mano
kevin,34222,0.0,0.0,0.0,Cerrar Mano
kevin,34272,0.0,0.0,0.0,Cerrar Mano
kevin,34322,0.0,0.0,0.0,Cerrar Mano
kevin,34372,0.0,0.0,0.0,Cerrar Mano
kevin,34422,0.0,0.0,0.0,Cerrar Mano
kevin,34472,0.0,0.0,0.0,Cerrar Mano
kevin,34522,0.0,0.0,0.0,Cerrar Mano
kevin,34572,0.0,0.0,0.0,Cerrar Mano
