name,timestamp,emg1,emg2,emg3,label
Kevin,1272,0.0,0.0,0.0,Cerrar Mano
Kevin,1322,0.0,0.0,0.0,Cerrar Mano
Kevin,1372,0.0,0.0,0.0,Cerrar Mano
Kevin,1422,0.0,0.0,0.0,Cerrar Mano
Kevin,1472,0.0,0.0,0.0,Cerrar Mano
Kevin,1522,0.0,0.0,0.0,Cerrar Mano
Kevin,1572,0.0,0.0,0.0,Cerrar Mano
Kevin,1622,0.0,0.0,0.0,Cerrar Mano
Kevin,1672,0.0,0.0,0.0,Cerrar Mano
Kevin,1722,0.0,0.0,0.0,Cerrar Mano
Kevin,1772,0.0,0.0,0.0,Cerrar Mano
Kevin,1822,0.0,0.0,0.0,Cerrar Mano
Kevin,1872,0.0,0.0,0.0,Cerrar Mano
Kevin,1922,0.0,0.0,0.0,Cerrar Mano
Kevin,1972,0.0,0.0,0.0,Cerrar Mano
Kevin,2022,0.0,0.0,0.0,Cerrar Mano
Kevin,2072,0.0,0.0,0.0,Cerrar Mano
Kevin,2122,0.0,0.0,0.0,Cerrar Mano
Kevin,2172,0.0,0.0,0.0,Cerrar Mano
Kevin,2222,0.0,0.0,0.0,Cerrar Mano
Kevin,2272,0.0,0.0,0.0,Cerrar Mano
Kevin,2322,0.0,0.0,0.0,Cerrar Mano
Kevin,2372,0.0,0.0,0.0,Cerrar Mano
Kevin,2422,0.0,0.0,0.0,Cerrar Mano
Kevin,2472,0.0,0.0,0.0,Cerrar Mano
Kevin,2522,0.0,0.0,0.0,Cerrar Mano
Kevin,2572,0.0,0.0,0.0,Cerrar Mano
Kevin,2622,0.0,0.0,0.0,Cerrar Mano
Kevin,2672,0.0,0.0,0.0,Cerrar Mano
Kevin,2722,0.0,0.0,0.0,Cerrar Mano
Kevin,2772,0.0,0.0,0.0,Cerrar Mano
Kevin,2822,0.0,0.0,0.0,Cerrar Mano
Kevin,2872,0.0,0.0,0.0,Cerrar Mano
Kevin,2922,0.0,0.0,0.0,Cerrar Mano
Kevin,2972,0.0,0.0,0.0,Cerrar Mano
Kevin,3022,0.0,0.0,0.0,Cerrar Mano
Kevin,3072,0.0,0.0,0.0,Cerrar Mano
Kevin,3122,0.0,0.0,0.0,Cerrar Mano
Kevin,3172,0.0,0.0,0.0,Cerrar Mano
Kevin,3222,0.0,0.0,0.0,Cerrar Mano
Kevin,3272,0.0,0.0,0.0,Cerrar Mano
Kevin,3322,0.0,0.0,0.0,Cerrar Mano
Kevin,3372,0.0,0.0,0.0,Cerrar Mano
Kevin,3422,0.0,0.0,0.0,Cerrar Mano
Kevin,3472,0.0,0.0,0.0,Cerrar Mano
Kevin,3522,0.0,0.0,0.0,Cerrar Mano
Kevin,3572,0.0,0.0,0.0,Cerrar Mano
Kevin,3622,0.0,0.0,0.0,Cerrar Mano
Kevin,3672,0.0,0.0,0.0,Cerrar Mano
Kevin,3722,0.0,0.0,0.0,Cerrar Mano
Kevin,3772,0.0,0.0,0.0,Cerrar Mano
Kevin,3822,0.0,0.0,0.0,Cerrar Mano
Kevin,3872,0.0,0.0,0.0,Cerrar Mano
Kevin,3922,0.0,0.0,0.0,Cerrar Mano
Kevin,3972,0.0,0.0,0.0,Cerrar Mano
Kevin,4022,0.0,0.0,0.0,Cerrar Mano
Kevin,4072,0.0,0.0,0.0,Cerrar Mano
Kevin,4122,0.0,0.0,0.0,Cerrar Mano
Kevin,4172,0.0,0.0,0.0,Cerrar Mano
Kevin,4222,0.0,0.0,0.0,Cerrar Mano
Kevin,4272,0.0,0.0,0.0,Cerrar Mano
Kevin,4322,0.0,0.0,0.0,Cerrar Mano
Kevin,4372,0.0,0.0,0.0,Cerrar Mano
Kevin,4422,0.0,0.0,0.0,Cerrar Mano
Kevin,4472,0.0,0.0,0.0,Cerrar Mano
Kevin,4522,0.0,0.0,0.0,Cerrar Mano
Kevin,4572,0.0,0.0,0.0,Cerrar Mano
Kevin,4622,0.0,0.0,0.0,Cerrar Mano
Kevin,4672,0.0,0.0,0.0,Cerrar Mano
Kevin,4722,0.0,0.0,0.0,Cerrar Mano
Kevin,4772,0.0,0.0,0.0,Cerrar Mano
Kevin,4822,0.0,0.0,0.0,Cerrar Mano
Kevin,4872,0.0,0.0,0.0,Cerrar Mano
Kevin,4922,0.0,0.0,0.0,Cerrar Mano
Kevin,4972,0.0,0.0,0.0,Cerrar Mano
Kevin,5022,0.0,0.0,0.0,Cerrar Mano
Kevin,5072,0.0,0.0,0.0,Cerrar Mano
Kevin,5122,0.0,0.0,0.0,Cerrar Mano
Kevin,5172,0.0,0.0,0.0,Cerrar Mano
Kevin,5222,0.0,0.0,0.0,Cerrar Mano
Kevin,5272,0.0,0.0,0.0,Cerrar Mano
Kevin,5322,0.0,0.0,0.0,Cerrar Mano
Kevin,5372,0.0,0.0,0.0,Cerrar Mano
Kevin,5422,0.0,0.0,0.0,Cerrar Mano
Kevin,5472,0.0,0.0,0.0,Cerrar Mano
Kevin,5522,0.0,0.0,0.0,Cerrar Mano
Kevin,5572,0.0,0.0,0.0,Cerrar Mano
Kevin,5622,0.0,0.0,0.0,Cerrar Mano
Kevin,5672,0.0,0.0,0.0,Cerrar Mano
Kevin,5722,0.0,0.0,0.0,Cerrar Mano
Kevin,5772,0.0,0.0,0.0,Cerrar Mano
Kevin,5822,0.0,0.0,0.0,Cerrar Mano
Kevin,5872,0.0,0.0,0.0,Cerrar Mano
Kevin,5922,0.0,0.0,0.0,Cerrar Mano
Kevin,5972,0.0,0.0,0.0,Cerrar Mano
Kevin,6022,0.0,0.0,0.0,Cerrar Mano
Kevin,6072,0.0,0.0,0.0,Cerrar Mano
Kevin,6122,0.0,0.0,0.0,Cerrar Mano
Kevin,6172,0.0,0.0,0.0,Cerrar Mano
