timestamp,emg1,emg2,emg3
136,2259.0,2565.0,3805.0
137,2259.0,2565.0,2449.0
138,2259.0,2565.0,2449.0
139,2259.0,2565.0,2598.0
140,2259.0,2565.0,2598.0
141,2259.0,2565.0,2598.0
142,2259.0,2565.0,2598.0
143,22.0,2565.0,2490.0
144,2259.0,2792.0,5020.0
145,2259.0,2792.0,6060.0
146,2259.0,2792.0,6060.0
147,2259.0,2792.0,6060.0
148,2259.0,2792.0,6060.0
149,2259.0,2792.0,6060.0
150,2259.0,2792.0,3075.0
151,2259.0,2792.0,3075.0
152,2259.0,3819.0,3075.0
153,2259.0,3819.0,3075.0
154,2259.0,3819.0,3075.0
155,2259.0,3819.0,3075.0
156,2259.0,3819.0,4130.0
157,2259.0,3819.0,4130.0
158,2259.0,3819.0,4130.0
159,2259.0,3819.0,4130.0
160,2259.0,3819.0,4130.0
161,200.0,1817.0,4130.0
162,2259.0,1817.0,3581.0
163,2259.0,1817.0,3581.0
164,2259.0,1817.0,2233.0
165,2259.0,1817.0,2233.0
166,2259.0,1817.0,2233.0
167,2259.0,1817.0,2233.0
168,2259.0,1817.0,4193.0
169,2259.0,1817.0,5214.0
170,2259.0,1817.0,1818.0
171,2259.0,1817.0,1818.0
172,2259.0,1817.0,1818.0
173,5845.0,1817.0,1927.0
174,5845.0,1817.0,1927.0
175,5845.0,1817.0,1927.0
176,25.0,1817.0,1927.0
177,5845845.0,1817.0,1927.0
178,5845.0,1817.0,1927.0
179,5845.0,1817.0,733.0
180,5845.0,2968.0,733.0
181,5845.0,2968.0,5054.0
182,5845.0,2968.0,2430.0
183,5845.0,2968.0,3845.0
184,5845.0,2968.0,786.0
185,5845.0,1811.0,786.0
186,5845.0,3001.0,786.0
187,5845.0,3001.0,786.0
188,5845.0,3001.0,786.0
189,5845.0,3001.0,5275.0
190,5845.0,3001.0,5275.0
191,5845.0,2353.0,5275.0
192,5845.0,2353.0,5275.0
193,5845.0,2353.0,5275.0
194,5845.0,2289.0,5275.0
195,5845.0,2289.0,4146.0
196,5845.0,2289.0,2055.0
197,5845.0,2289.0,4512.0
198,5845.0,2289.0,4512.0
199,5845.0,2289.0,4512.0
200,5845.0,2289.0,1879.0
201,5845.0,2289.0,1879.0
202,5845.0,2289.0,1879.0
203,5845.0,2289.0,1879.0
204,5845.0,2289.0,3159.0
205,5845.0,2289.0,3159.0
206,5845.0,2289.0,3181.0
207,5845.0,1999.0,3181.0
208,5845.0,1999.0,4844.0
209,5845.0,1999.0,4844.0
210,5845.0,1999.0,4844.0
211,5845.0,1999.0,4844.0
212,5845.0,1999.0,4844.0
213,5845.0,2384.0,4844.0
214,3638.0,2384.0,4844.0
215,3638.0,2351.0,4844.0
216,3638.0,2909.0,4844.0
217,3638.0,2909.0,1715.0
218,4755.0,2909.0,1715.0
219,2755.0,2909.0,1715.0
220,2755.0,2909.0,1715.0
221,3824.0,2909.0,1715.0
222,3824.0,4582.0,1715.0
223,3824.0,2688.0,1715.0
224,3824.0,2688.0,1715.0
225,3824.0,2688.0,1715.0
226,3824.0,2688.0,1715.0
227,3824.0,2688.0,1715.0
228,3824.0,2688.0,1715.0
229,3824.0,2688.0,1715.0
230,3824.0,2688.0,1715.0
231,3824.0,2688.0,2166.0
232,3824.0,2688.0,2166.0
233,3824.0,2688.0,2166.0
234,3824.0,2688.0,2166.0
235,3824.0,2688.0,2166.0
236,3824.0,3554.0,2166.0
237,3677.0,3554.0,2166.0
238,3677.0,3554.0,2166.0
239,4092.0,3554.0,4277.0
240,4092.0,3554.0,4277.0
241,4092.0,3554.0,4277.0
242,4092.0,3554.0,4277.0
243,4092.0,3554.0,4277.0
244,4092.0,3554.0,4277.0
245,4092.0,3507.0,4277.0
246,4092.0,3507.0,3551.0
247,3407.0,3507.0,3551.0
248,3407.0,1791.0,3551.0
249,3407.0,1678.0,3551.0
250,3407.0,2803.0,3551.0
251,3407.0,3141.0,3551.0
252,3407.0,3141.0,3551.0
253,3407.0,3141.0,3551.0
254,3407.0,3141.0,3551.0
255,3407.0,3141.0,3551.0
256,3407.0,3141.0,3551.0
257,3407.0,3141.0,2537.0
258,3407.0,3141.0,5993.0
259,3407.0,3141.0,4465.0
260,3407.0,3141.0,4465.0
261,3407.0,3141.0,4465.0
262,3407.0,3141.0,4765.0
263,3407.0,3141.0,4765.0
264,3407.0,3141.0,4376.0
265,3407.0,3141.0,4376.0
266,34407.0,3141.0,4376.0
267,3407.0,3141.0,3171.0
