timestamp,emg1,emg2,emg3
1100,1669.0,4158.0,4467.0
1101,1669.0,4158.0,4467.0
1102,1669.0,4158.0,4467.0
1103,1669.0,4158.0,4467.0
1104,1895.0,4158.0,4467.0
1105,1895.0,4158.0,4467.0
1106,1895.0,4158.0,4467.0
1107,1895.0,4158.0,4467.0
1108,5979.0,4158.0,4467.0
1109,5979.0,4158.0,4467.0
1110,2276.0,4158.0,4908.0
1111,2276.0,4158.0,4908.0
1112,3272.0,4158.0,4908.0
1113,3272.0,4158.0,4908.0
1114,3272.0,4158.0,4908.0
1115,3272.0,4158.0,4908.0
1116,3272.0,4005.0,4908.0
1117,3272.0,3026.0,4908.0
1118,3272.0,3026.0,4908.0
1119,3272.0,3026.0,4908.0
1120,3272.0,3026.0,4908.0
1121,3272.0,1319.0,4908.0
1122,3272.0,3945.0,4908.0
1123,3272.0,1271.0,4908.0
1124,3272.0,1271.0,3910.0
1125,3272.0,1271.0,3910.0
1126,3272.0,1271.0,3910.0
1127,3272.0,1271.0,3910.0
1128,3272.0,4579.0,3910.0
1129,3272.0,1598.0,3910.0
1130,3272.0,1598.0,3910.0
1131,3272.0,3324.0,3910.0
1132,3272.0,3324.0,3910.0
1133,3272.0,3324.0,3910.0
1134,6098.0,3324.0,3910.0
1135,6098.0,3324.0,3910.0
1136,6098.0,2955.0,3910.0
1137,6098.0,2955.0,3910.0
1138,6098.0,2860.0,3910.0
1139,6211.0,2860.0,3910.0
1140,5961.0,2860.0,3910.0
1141,5961.0,2860.0,3910.0
1142,5961.0,2860.0,3910.0
1143,5961.0,2860.0,3910.0
1144,5961.0,2860.0,3910.0
1145,5961.0,2860.0,3910.0
1146,2697.0,2860.0,3910.0
1147,2697.0,4392.0,2833.0
1148,2697.0,4392.0,5111.0
1149,2697.0,4392.0,5111.0
1150,2697.0,4392.0,3807.0
1151,2697.0,4392.0,4178.0
1152,2697.0,4392.0,4178.0
1153,2697.0,4392.0,4178.0
1154,2697.0,4392.0,4178.0
1155,2697.0,4392.0,4178.0
1156,2697.0,1380.0,4178.0
1157,3704.0,1380.0,4178.0
1158,9615.0,3069.0,4178.0
1159,9615.0,3069.0,3457.0
1160,9615.0,3069.0,3457.0
1161,9615.0,3069.0,3457.0
1162,9615.0,3069.0,3559.0
1163,9615.0,3069.0,3559.0
1164,9615.0,2915.0,2488.0
1165,9615.0,2915.0,2355.0
1166,9615.0,2793.0,2355.0
1167,9615.0,2793.0,2355.0
1168,3153.0,2793.0,2355.0
1169,3153.0,1097.0,2355.0
1170,3153.0,1860.0,2355.0
1171,5165.0,1860.0,2355.0
1172,5165.0,1860.0,2355.0
1173,5165.0,1860.0,2355.0
1174,5165.0,1860.0,2355.0
1175,5165.0,2915.0,2355.0
1176,5165.0,2915.0,2355.0
1177,5165.0,3537.0,5198.0
1178,5165.0,3537.0,5198.0
1179,5165.0,2607.0,5198.0
1180,5165.0,2607.0,5198.0
1181,5165.0,2279.0,5198.0
1182,5165.0,2279.0,5198.0
1183,5165.0,2279.0,1787.0
1184,5165.0,2279.0,6090.0
1185,5165.0,2279.0,5583.0
1186,5165.0,2279.0,5583.0
1187,5165.0,2279.0,2418.0
1188,5165.0,2279.0,5242.0
1189,5165.0,2279.0,3351.0
1190,5165.0,2279.0,4852.0
1191,5165.0,2279.0,4852.0
1192,5260.0,2279.0,4852.0
1193,5260.0,2279.0,2657.0
1194,5260.0,2279.0,2383.0
1195,5260.0,2279.0,2383.0
1196,3697.0,2279.0,2383.0
1197,3697.0,1680.0,2383.0
1198,3697.0,1680.0,2383.0
1199,3697.0,1680.0,2383.0
1200,3697.0,1680.0,3025.0
1201,3697.0,1680.0,2905.0
1202,3697.0,1680.0,2905.0
1203,3697.0,1680.0,2905.0
1204,3697.0,1680.0,2905.0
1205,3697.0,1680.0,2905.0
1206,3697.0,1680.0,2905.0
1207,3697.0,1554.0,2905.0
1208,3697.0,1554.0,2905.0
1209,3697.0,1554.0,2905.0
1210,3504.0,1996.0,2905.0
1211,3504.0,1996.0,2905.0
1212,3504.0,1996.0,2905.0
1213,3504.0,1996.0,2905.0
1214,5844.0,2521.0,2905.0
1215,5844.0,2521.0,2905.0
1216,5844.0,2521.0,2905.0
1217,5844.0,2521.0,2905.0
1218,5844.0,2521.0,2905.0
1219,5844.0,2521.0,2905.0
1220,3436.0,1678.0,2905.0
1221,3436.0,1678.0,2905.0
1222,3436.0,2576.0,2905.0
1223,3436.0,766.0,2905.0
1224,3436.0,766.0,2905.0
1225,3436.0,766.0,2905.0
1226,3436.0,1848.0,2905.0
1227,3436.0,1848.0,2905.0
1228,3436.0,1848.0,2905.0
1229,3436.0,1848.0,2905.0
1230,3436.0,5154.0,2905.0
1231,3436.0,5154.0,2905.0
1232,3436.0,5154.0,2905.0
1233,3545.0,5154.0,2905.0
1234,3545.0,5154.0,2905.0
1235,3545.0,5154.0,2905.0
1236,3545.0,5154.0,2905.0
1237,3545.0,5154.0,2905.0
1238,3545.0,5154.0,2905.0
1239,3545.0,2548.0,1320.0
1240,3545.0,2548.0,1320.0
2943,3442.0,3699.0,2477.0
2944,3442.0,3699.0,2477.0
2945,3442.0,3699.0,2477.0
2946,3442.0,4575.0,4797.0
2947,3442.0,4575.0,4797.0
2948,3.0,4575.0,2527.0
